screening_year,age_at_screening,priors,sex,race,recid,compas_recid
2013,38,0,Female,Caucasian,no,not high risk
2014,20,4,Male,African-American,no,not high risk
2014,49,1,Female,Caucasian,no,not high risk
2013,47,1,Male,Caucasian,no,not high risk
2013,28,8,Male,African-American,yes,high risk
2014,40,12,Male,African-American,yes,not high risk
2014,44,0,Male,Caucasian,no,not high risk
2013,55,2,Male,African-American,no,not high risk
2013,41,1,Female,Caucasian,no,not high risk
2014,29,0,Male,African-American,no,high risk
2013,33,1,Male,African-American,no,high risk
2014,28,1,Male,African-American,no,high risk
2013,25,0,Male,African-American,no,not high risk
2014,27,8,Male,African-American,yes,high risk
2013,19,1,Male,African-American,no,not high risk
2013,20,5,Male,African-American,yes,high risk
2013,25,0,Male,Other,no,not high risk
2013,23,4,Male,Caucasian,no,high risk
2013,32,2,Male,Other,no,not high risk
2013,32,0,Male,Hispanic,yes,not high risk
2014,24,1,Female,African-American,yes,high risk
2013,33,9,Male,African-American,no,not high risk
2013,30,4,Male,Caucasian,no,not high risk
2013,35,8,Male,Caucasian,no,not high risk
2013,29,0,Male,African-American,no,high risk
2013,20,0,Female,African-American,no,not high risk
2013,63,3,Male,African-American,no,not high risk
2013,20,4,Male,African-American,no,high risk
2013,23,0,Female,African-American,no,high risk
2013,21,1,Male,African-American,no,not high risk
2013,34,0,Male,African-American,no,not high risk
2013,25,0,Male,African-American,no,not high risk
2013,31,0,Male,Other,no,not high risk
2014,47,3,Male,Caucasian,no,not high risk
2013,28,2,Male,African-American,no,not high risk
2014,57,0,Male,Caucasian,no,not high risk
2013,20,1,Male,African-American,no,not high risk
2013,20,1,Male,African-American,no,high risk
2013,33,0,Male,African-American,no,not high risk
2014,29,3,Male,Caucasian,no,not high risk
2013,26,0,Female,Hispanic,no,not high risk
2013,22,7,Male,African-American,yes,high risk
2013,24,0,Male,Caucasian,no,not high risk
2013,21,0,Male,African-American,no,not high risk
2014,41,1,Male,Other,no,not high risk
2014,25,11,Male,African-American,no,high risk
2013,26,4,Male,Caucasian,no,not high risk
2013,31,0,Female,Other,no,not high risk
2014,53,3,Male,Caucasian,yes,not high risk
2013,55,0,Male,Caucasian,no,not high risk
2013,27,2,Male,African-American,no,not high risk
2013,24,0,Male,Other,no,not high risk
2013,28,4,Female,African-American,no,high risk
2013,25,0,Male,Caucasian,no,not high risk
2013,26,0,Female,Hispanic,yes,not high risk
2013,30,2,Male,Hispanic,no,not high risk
2013,19,0,Male,African-American,no,not high risk
2013,25,2,Male,African-American,yes,not high risk
2013,32,0,Male,African-American,yes,high risk
2013,27,14,Male,African-American,yes,not high risk
2013,41,1,Female,African-American,no,not high risk
2013,60,0,Female,Caucasian,no,not high risk
2014,32,3,Male,Other,no,not high risk
2014,35,0,Male,Caucasian,yes,high risk
2013,18,0,Male,African-American,no,high risk
2013,21,1,Male,Caucasian,no,not high risk
2013,53,1,Male,African-American,no,not high risk
2013,37,1,Male,African-American,no,not high risk
2013,27,3,Male,African-American,yes,not high risk
2013,39,1,Male,African-American,no,not high risk
2013,52,0,Male,Caucasian,no,not high risk
2013,58,14,Male,African-American,yes,not high risk
2013,28,6,Male,African-American,no,not high risk
2013,30,4,Male,African-American,no,high risk
2013,53,0,Male,Other,no,not high risk
2014,60,0,Male,African-American,no,not high risk
2014,20,0,Male,Caucasian,no,not high risk
2013,22,1,Male,African-American,no,not high risk
2014,51,0,Male,Other,no,not high risk
2013,64,0,Male,Caucasian,no,not high risk
2013,35,0,Male,Hispanic,no,not high risk
2013,38,1,Male,Other,no,not high risk
2013,43,1,Female,Other,no,not high risk
2013,27,3,Male,African-American,yes,high risk
2013,29,0,Male,Hispanic,no,not high risk
2014,21,1,Male,African-American,yes,high risk
2013,36,0,Female,Other,no,not high risk
2014,27,0,Male,African-American,no,not high risk
2013,43,4,Male,African-American,no,not high risk
2013,29,9,Male,African-American,yes,high risk
2013,21,1,Male,African-American,no,not high risk
2014,26,1,Male,African-American,yes,not high risk
2013,21,0,Female,African-American,no,not high risk
2013,26,5,Male,Other,no,not high risk
2013,26,3,Male,Hispanic,yes,high risk
2014,34,1,Male,Caucasian,no,not high risk
2013,22,2,Male,African-American,yes,not high risk
2013,27,0,Male,Caucasian,no,not high risk
2013,23,1,Female,Caucasian,no,high risk
2013,29,4,Male,African-American,yes,not high risk
2013,27,1,Male,Hispanic,no,not high risk
2013,24,0,Female,Caucasian,no,not high risk
2013,42,3,Male,Hispanic,no,not high risk
2014,44,0,Female,Caucasian,no,not high risk
2013,38,0,Male,Caucasian,no,not high risk
2013,35,0,Female,Other,no,not high risk
2013,22,1,Female,African-American,yes,not high risk
2013,20,1,Male,Caucasian,no,not high risk
2013,23,7,Male,Caucasian,no,not high risk
2014,28,0,Male,African-American,no,not high risk
2013,31,1,Male,Caucasian,no,not high risk
2014,21,3,Male,Caucasian,no,not high risk
2013,44,0,Female,Caucasian,no,not high risk
2013,52,2,Male,Caucasian,no,not high risk
2014,29,5,Female,Caucasian,yes,not high risk
2013,27,0,Male,Hispanic,no,not high risk
2013,39,2,Male,African-American,no,not high risk
2014,43,38,Male,African-American,yes,high risk
2014,28,0,Male,Hispanic,no,not high risk
2013,58,15,Female,Caucasian,no,not high risk
2013,60,16,Male,African-American,no,high risk
2013,46,0,Male,Caucasian,no,not high risk
2014,47,1,Male,African-American,no,not high risk
2013,39,1,Male,African-American,no,not high risk
2013,21,1,Male,African-American,no,not high risk
2013,48,0,Male,Caucasian,no,not high risk
2014,30,6,Male,Hispanic,yes,not high risk
2014,26,4,Male,Caucasian,yes,not high risk
2014,47,2,Male,African-American,no,not high risk
2013,44,1,Male,Caucasian,no,not high risk
2013,53,1,Male,Caucasian,no,not high risk
2013,50,8,Male,Caucasian,no,not high risk
2013,24,2,Male,Other,yes,not high risk
2013,38,3,Male,Caucasian,no,not high risk
2014,43,6,Male,African-American,no,not high risk
2013,44,2,Male,Caucasian,no,not high risk
2013,18,0,Female,African-American,no,high risk
2013,25,2,Male,Caucasian,yes,not high risk
2014,19,0,Male,African-American,no,not high risk
2013,28,0,Male,Caucasian,no,not high risk
2013,42,0,Female,Hispanic,no,not high risk
2013,27,8,Male,African-American,yes,not high risk
2013,20,0,Male,African-American,no,not high risk
2013,49,1,Male,Caucasian,no,not high risk
2013,49,3,Female,African-American,no,not high risk
2013,42,0,Female,African-American,no,not high risk
2013,22,0,Female,Hispanic,no,not high risk
2013,35,0,Male,Other,yes,not high risk
2013,31,0,Female,Caucasian,no,not high risk
2013,20,3,Male,African-American,yes,not high risk
2013,68,3,Male,Caucasian,no,not high risk
2013,42,2,Male,Caucasian,no,not high risk
2013,26,0,Male,African-American,no,not high risk
2013,23,1,Male,Caucasian,no,not high risk
2013,34,5,Male,Hispanic,no,not high risk
2013,39,1,Male,Hispanic,yes,not high risk
2013,18,0,Male,African-American,no,not high risk
2013,27,2,Male,Caucasian,no,not high risk
2013,51,0,Male,Caucasian,no,not high risk
2013,20,1,Female,Caucasian,no,high risk
2013,27,1,Male,Caucasian,no,not high risk
2014,23,14,Female,Hispanic,no,not high risk
2013,59,0,Male,Other,no,not high risk
2013,62,1,Female,Caucasian,no,not high risk
2013,28,0,Male,Caucasian,no,not high risk
2013,18,0,Male,African-American,no,high risk
2013,24,17,Male,African-American,yes,not high risk
2013,30,1,Male,Caucasian,no,not high risk
2013,22,3,Male,African-American,no,not high risk
2013,36,1,Male,Caucasian,no,not high risk
2013,26,8,Male,African-American,yes,high risk
2013,39,0,Female,Caucasian,no,not high risk
2014,19,0,Male,Caucasian,no,high risk
2014,35,2,Male,African-American,yes,high risk
2014,22,0,Female,African-American,yes,not high risk
2014,64,0,Female,Caucasian,no,not high risk
2013,26,4,Male,Other,yes,not high risk
2013,24,2,Female,African-American,no,not high risk
2013,36,3,Male,African-American,yes,not high risk
2013,39,5,Male,Caucasian,no,not high risk
2013,38,1,Male,Hispanic,no,not high risk
2013,23,1,Female,African-American,no,not high risk
2014,35,4,Male,African-American,yes,not high risk
2013,20,1,Male,African-American,no,not high risk
2014,30,1,Female,Caucasian,yes,not high risk
2013,64,0,Male,Caucasian,no,not high risk
2013,24,10,Male,African-American,no,not high risk
2013,23,1,Female,Caucasian,no,not high risk
2014,48,1,Male,Caucasian,no,not high risk
2013,28,0,Male,Other,no,not high risk
2013,25,0,Male,Caucasian,no,not high risk
2013,48,0,Female,Caucasian,no,not high risk
2014,25,1,Female,African-American,no,not high risk
2013,29,5,Male,African-American,no,not high risk
2013,24,4,Male,African-American,no,not high risk
2014,39,1,Male,Caucasian,yes,not high risk
2013,22,12,Male,African-American,no,high risk
2013,58,11,Male,African-American,no,not high risk
2013,26,3,Female,Caucasian,no,not high risk
2014,32,11,Male,Caucasian,no,not high risk
2013,42,0,Male,Caucasian,no,not high risk
2014,21,3,Male,African-American,no,not high risk
2013,28,6,Male,Caucasian,no,not high risk
2013,19,1,Female,Caucasian,no,high risk
2013,22,1,Female,African-American,no,not high risk
2013,22,1,Male,Hispanic,no,not high risk
2013,26,1,Male,African-American,yes,not high risk
2013,29,1,Female,Hispanic,no,not high risk
2013,36,0,Male,Caucasian,no,not high risk
2013,20,3,Male,Other,no,not high risk
2014,20,2,Female,Caucasian,yes,not high risk
2014,23,0,Male,Caucasian,no,high risk
2014,20,0,Male,African-American,yes,high risk
2014,42,6,Female,African-American,no,not high risk
2013,20,0,Male,African-American,no,not high risk
2014,44,0,Male,Caucasian,no,not high risk
2014,30,2,Male,Caucasian,no,not high risk
2013,37,3,Female,Caucasian,yes,not high risk
2013,52,7,Male,Caucasian,no,not high risk
2013,18,0,Male,Caucasian,no,not high risk
2014,42,6,Male,Caucasian,yes,not high risk
2013,19,0,Male,African-American,no,high risk
2013,28,0,Male,African-American,no,not high risk
2013,47,3,Female,Caucasian,yes,not high risk
2014,26,4,Male,Hispanic,yes,not high risk
2014,19,1,Male,African-American,no,not high risk
2013,21,0,Male,Caucasian,no,not high risk
2013,62,0,Male,African-American,no,not high risk
2013,39,0,Female,Other,no,not high risk
2013,18,0,Male,African-American,no,not high risk
2013,23,1,Male,Caucasian,no,not high risk
2014,21,0,Male,Hispanic,yes,not high risk
2013,26,0,Female,African-American,no,not high risk
2013,42,0,Female,African-American,no,not high risk
2014,45,4,Female,African-American,no,not high risk
2013,28,9,Male,African-American,no,high risk
2014,25,2,Male,Caucasian,yes,not high risk
2013,21,0,Male,Other,no,not high risk
2013,30,2,Female,Hispanic,no,not high risk
2013,26,1,Female,African-American,no,not high risk
2013,32,0,Male,Caucasian,no,not high risk
2014,30,1,Male,Hispanic,no,not high risk
2013,21,0,Male,African-American,no,not high risk
2013,43,2,Male,African-American,no,not high risk
2014,55,28,Male,African-American,yes,high risk
2013,40,23,Male,African-American,no,not high risk
2013,39,0,Male,African-American,no,not high risk
2013,23,1,Male,Caucasian,no,not high risk
2013,70,0,Male,Caucasian,no,not high risk
2013,21,1,Female,Hispanic,no,not high risk
2013,19,0,Male,Other,no,not high risk
2013,31,2,Male,African-American,no,not high risk
2014,20,1,Male,African-American,yes,not high risk
2013,47,4,Male,Caucasian,no,not high risk
2013,33,5,Female,African-American,yes,not high risk
2014,32,0,Male,African-American,yes,not high risk
2013,33,1,Female,African-American,no,not high risk
2014,61,1,Male,African-American,no,not high risk
2013,67,5,Female,Caucasian,no,not high risk
2013,41,1,Male,Caucasian,no,not high risk
2014,26,0,Female,African-American,no,not high risk
2013,50,0,Female,Caucasian,no,not high risk
2013,20,1,Male,African-American,yes,high risk
2013,19,0,Female,Hispanic,no,not high risk
2014,24,0,Male,Caucasian,no,not high risk
2014,23,0,Male,African-American,yes,not high risk
2013,42,4,Male,African-American,no,not high risk
2013,23,1,Female,Hispanic,no,not high risk
2013,44,0,Male,African-American,no,not high risk
2014,18,2,Male,African-American,yes,high risk
2013,23,0,Male,African-American,no,not high risk
2013,49,1,Male,Caucasian,no,not high risk
2013,48,0,Male,Caucasian,no,not high risk
2013,44,7,Male,African-American,yes,not high risk
2014,36,1,Male,Caucasian,yes,not high risk
2013,64,1,Male,Caucasian,no,not high risk
2013,45,1,Male,African-American,yes,not high risk
2013,63,0,Male,Caucasian,no,not high risk
2014,37,0,Male,Caucasian,no,not high risk
2013,47,2,Female,Caucasian,no,not high risk
2013,42,9,Female,African-American,yes,not high risk
2013,19,1,Male,Asian,no,not high risk
2014,32,5,Male,Caucasian,no,not high risk
2013,32,13,Male,Caucasian,no,not high risk
2014,21,8,Male,African-American,yes,not high risk
2013,24,13,Male,Caucasian,yes,not high risk
2013,31,1,Male,African-American,no,not high risk
2013,31,1,Male,Caucasian,no,not high risk
2014,18,2,Male,Asian,yes,high risk
2014,38,0,Male,Caucasian,no,not high risk
2013,20,1,Female,African-American,no,not high risk
2013,24,0,Female,Caucasian,yes,high risk
2013,20,2,Male,Hispanic,no,not high risk
2013,44,14,Male,African-American,no,not high risk
2013,36,16,Male,African-American,yes,high risk
2014,22,0,Male,Hispanic,no,not high risk
2013,28,1,Male,African-American,no,not high risk
2013,35,0,Male,Other,no,not high risk
2013,24,0,Male,African-American,no,not high risk
2013,25,5,Female,African-American,no,high risk
2014,41,5,Male,African-American,no,not high risk
2014,27,2,Male,African-American,yes,not high risk
2013,71,2,Male,Caucasian,no,not high risk
2013,44,4,Male,African-American,yes,high risk
2013,40,0,Female,Caucasian,no,not high risk
2013,21,0,Female,African-American,no,not high risk
2013,22,2,Male,Asian,yes,not high risk
2013,53,0,Male,African-American,no,not high risk
2013,47,0,Male,Caucasian,no,not high risk
2013,34,1,Female,Other,no,not high risk
2014,21,1,Female,Caucasian,no,not high risk
2013,24,11,Male,Caucasian,yes,not high risk
2014,24,4,Female,African-American,yes,high risk
2013,53,4,Male,African-American,no,not high risk
2013,55,8,Male,Caucasian,no,not high risk
2014,31,3,Male,African-American,no,not high risk
2013,22,5,Male,Caucasian,yes,high risk
2014,21,0,Male,African-American,no,not high risk
2014,27,3,Female,Caucasian,no,not high risk
2013,28,1,Male,Hispanic,no,not high risk
2013,37,5,Male,Caucasian,no,not high risk
2013,18,0,Male,African-American,yes,not high risk
2014,42,11,Male,African-American,yes,not high risk
2014,27,2,Male,Caucasian,no,not high risk
2013,31,4,Male,Caucasian,no,not high risk
2013,23,2,Male,African-American,no,not high risk
2014,49,4,Male,Caucasian,no,not high risk
2014,33,0,Male,African-American,no,not high risk
2013,18,1,Male,African-American,no,not high risk
2013,56,5,Male,African-American,no,not high risk
2013,25,1,Male,Hispanic,no,not high risk
2013,34,4,Male,African-American,no,not high risk
2013,38,0,Male,Caucasian,no,not high risk
2013,51,1,Female,Caucasian,no,not high risk
2014,27,2,Male,Caucasian,no,high risk
2013,25,0,Male,Caucasian,yes,not high risk
2013,18,0,Male,African-American,yes,not high risk
2013,24,1,Male,African-American,no,not high risk
2013,49,7,Male,Caucasian,no,not high risk
2013,19,0,Male,Hispanic,no,not high risk
2013,31,1,Male,Caucasian,no,not high risk
2013,19,1,Female,Caucasian,no,not high risk
2013,46,3,Female,Caucasian,no,not high risk
2013,58,1,Female,Caucasian,no,not high risk
2014,47,2,Female,Caucasian,no,not high risk
2013,40,5,Male,Caucasian,no,not high risk
2013,33,9,Male,African-American,no,not high risk
2013,33,0,Male,Caucasian,no,not high risk
2013,21,2,Male,African-American,yes,not high risk
2014,65,2,Male,Caucasian,no,not high risk
2013,29,0,Male,Caucasian,no,not high risk
2013,22,1,Male,African-American,no,not high risk
2014,29,2,Female,Caucasian,yes,not high risk
2013,41,0,Male,African-American,no,not high risk
2014,26,1,Male,African-American,no,not high risk
2013,29,4,Male,African-American,no,not high risk
2013,21,0,Male,Caucasian,no,high risk
2013,23,0,Male,Hispanic,no,not high risk
2013,42,0,Male,Hispanic,no,not high risk
2013,28,2,Male,African-American,no,not high risk
2013,21,5,Male,Caucasian,yes,high risk
2013,18,0,Male,African-American,no,high risk
2013,21,0,Male,African-American,no,not high risk
